vibration_amplitude_mm,vibration_frequency_hz,stress_mPa,strain_micro,concrete_age_years,ambient_temp_c,humidity_pct,maintenance_score,material_grade,foundation_settlement_mm,load_ratio,failure_risk
5.25,66.32,44.25,764.94,6.7,31.1,66.1,10,M30,24.4,1.29,Medium
6.78,23.51,31.73,2281.7,30.0,3.0,72.3,6,M20,2.2,0.26,Low
11.24,86.73,54.38,2878.68,12.4,49.1,42.1,10,M40,20.35,1.07,Medium
9.78,61.82,67.04,2004.82,28.9,40.5,61.1,9,M20,21.48,0.68,High
9.33,72.91,39.93,967.01,47.5,37.3,67.6,7,M50,2.97,0.68,Low
5.32,55.85,58.48,992.67,41.5,9.8,64.2,1,M40,7.08,0.39,Medium
12.63,99.62,64.44,233.46,18.1,22.1,88.6,9,M30,18.34,0.77,Medium
7.1,99.72,65.45,1138.51,26.4,-1.8,87.4,3,M30,20.19,0.29,Medium
14.69,85.42,9.42,2631.65,46.4,22.3,92.8,9,M20,8.85,0.88,Low
9.53,13.54,78.08,261.56,64.7,-1.2,70.1,4,M40,4.0,0.47,Medium
1.94,100.82,43.95,845.6,56.7,23.2,92.9,9,M30,16.21,1.0,Medium
10.16,80.85,27.31,2501.19,42.0,28.9,82.4,8,M40,17.55,0.87,Low
4.91,83.95,25.55,2761.02,27.8,13.4,40.3,7,M20,12.59,1.02,Medium
10.31,44.19,46.06,1648.08,28.0,19.9,52.1,4,M20,3.62,1.02,Medium
1.09,105.63,80.38,2473.45,66.1,42.5,37.9,9,M30,21.11,0.42,High
2.66,87.32,37.16,1419.04,3.9,-3.5,20.3,4,M20,16.13,0.2,Medium
12.84,14.4,68.73,643.71,74.1,37.5,34.1,1,M30,21.73,0.6,High
3.45,49.53,13.23,1453.71,50.2,0.2,20.3,6,M20,23.32,1.21,Low
12.56,106.48,45.46,2071.89,51.4,-7.8,74.0,4,M40,20.14,0.84,Medium
4.23,6.62,89.29,3323.38,3.8,1.1,51.9,10,M40,23.97,1.0,Medium
9.66,115.41,70.49,333.75,45.8,35.9,43.4,3,M20,23.86,1.17,High
10.43,81.82,22.89,1825.14,36.9,14.3,77.1,5,M30,15.48,1.2,Low
7.71,76.13,47.62,1218.33,8.8,42.4,82.4,3,M30,18.2,0.78,Medium
4.61,33.2,24.86,1828.26,21.6,21.5,93.1,9,M40,17.49,0.8,Low
3.23,30.61,39.81,181.52,66.9,-8.7,68.2,6,M30,15.53,1.14,Low
0.55,113.1,71.31,1164.29,41.7,33.0,54.6,3,M20,0.48,1.09,High
4.59,36.49,70.55,2887.55,31.6,-3.4,42.9,5,M20,8.9,0.97,High
9.81,93.29,24.39,1983.4,6.4,37.4,36.7,8,M30,2.5,0.86,Low
14.08,47.78,83.39,1631.98,53.8,0.1,36.0,8,M50,7.51,0.88,Medium
13.07,17.57,55.37,1070.79,53.0,10.7,50.7,6,M40,1.71,0.6,Medium
11.5,2.28,37.29,1113.34,46.4,35.7,94.4,5,M20,23.0,1.13,High
11.84,65.77,47.66,1402.54,38.8,47.3,20.1,5,M40,11.28,0.88,Medium
9.99,117.12,56.43,2940.94,33.1,12.3,34.8,1,M50,4.73,0.45,Medium
3.94,44.93,52.59,3388.52,44.9,39.8,34.1,2,M20,14.62,0.46,High
13.61,43.51,46.34,1591.43,18.3,1.4,73.8,4,M40,4.91,1.15,Medium
10.08,41.95,47.92,1437.4,70.7,38.4,46.4,6,M30,20.11,0.89,Medium
8.43,62.94,20.0,2978.27,44.6,29.4,54.3,7,M40,7.65,0.64,Low
1.71,53.44,74.08,1551.48,24.0,1.6,31.1,1,M30,7.87,0.41,Medium
6.73,105.71,51.05,1976.86,34.3,8.2,50.4,8,M50,21.75,0.87,Low
6.93,61.16,16.14,885.2,60.6,-2.1,27.7,1,M20,13.98,0.4,Low
12.98,61.42,70.12,2627.91,13.0,13.0,60.0,9,M40,22.18,0.72,Medium
8.22,17.47,84.26,1908.76,22.7,2.2,27.3,4,M20,10.32,0.95,High
5.74,117.95,85.52,2850.72,51.3,28.6,79.3,7,M30,8.6,0.82,High
14.65,30.75,36.37,2754.49,24.3,49.7,62.5,6,M50,12.66,1.21,Low
1.71,9.73,16.52,831.02,59.6,-9.3,74.3,9,M40,1.54,0.24,Low
6.37,79.91,49.06,2533.16,10.7,22.5,51.4,2,M30,3.86,0.51,Medium
0.68,71.85,14.57,2820.18,57.4,24.4,48.6,7,M30,5.49,0.26,Low
11.11,50.4,84.39,1276.76,6.1,44.9,27.4,5,M20,20.42,0.41,High
13.78,51.24,20.6,686.87,1.9,20.4,59.3,7,M20,18.34,0.34,Low
4.24,94.42,26.49,108.95,67.5,22.6,58.6,1,M40,4.83,1.01,Low
12.88,24.29,39.56,1633.07,44.0,18.3,55.1,10,M30,6.92,0.61,Low
4.42,98.61,37.57,1298.27,27.0,6.1,75.5,9,M30,23.61,1.22,Low
13.67,78.2,72.55,1986.69,18.2,-6.6,82.4,1,M40,2.15,0.23,Medium
11.32,50.86,43.79,739.34,46.6,14.5,76.3,5,M30,13.69,0.92,Medium
12.08,55.51,19.52,3022.86,38.7,-6.8,30.8,8,M20,13.05,1.27,Medium
0.32,31.54,27.71,976.37,74.4,23.0,66.7,1,M30,18.14,0.39,Low
14.44,90.5,48.27,869.86,73.8,8.4,26.0,7,M50,6.54,0.69,Low
10.91,62.03,17.53,1734.43,48.0,22.0,72.1,2,M40,23.37,0.97,Low
4.61,39.18,56.99,1796.09,33.8,-1.9,48.6,7,M30,10.26,0.9,Medium
12.45,71.93,53.09,831.29,37.3,46.0,29.9,7,M20,7.14,0.82,High
4.26,119.49,65.75,1024.33,51.5,43.7,84.7,9,M30,8.42,0.56,Medium
13.1,52.8,84.7,677.0,8.5,1.4,66.1,6,M40,8.72,1.0,Medium
1.73,110.56,82.54,2542.76,25.3,10.6,46.6,4,M20,4.97,0.92,High
10.57,42.06,85.42,2718.3,6.6,26.8,22.3,7,M30,23.2,0.38,High
8.13,7.51,25.8,1671.92,6.4,-4.3,60.3,7,M50,4.37,1.26,Low
1.49,25.3,16.18,2527.9,15.5,11.3,89.2,4,M30,22.07,0.81,Low
3.67,50.82,30.69,2602.18,36.9,5.1,64.7,2,M30,10.12,0.78,Low
0.24,27.14,81.08,570.14,59.1,44.9,92.9,9,M30,6.73,1.13,High
7.06,1.03,87.62,3385.01,36.9,41.2,30.2,8,M20,4.96,0.9,High
4.55,109.89,78.04,2891.51,25.8,24.8,62.6,5,M20,12.61,0.28,High
9.0,101.42,14.35,795.24,7.1,21.2,79.9,5,M50,16.73,0.76,Low
4.49,89.33,85.53,732.96,41.7,45.8,59.4,1,M20,22.46,1.06,High
4.53,20.97,40.99,527.25,21.1,45.9,26.8,9,M30,16.31,0.97,Low
11.16,15.32,5.79,570.49,46.5,48.2,63.7,10,M30,12.09,1.27,Low
0.77,9.04,42.6,2643.75,73.3,-2.5,65.9,8,M40,0.84,0.23,Low
13.55,87.16,8.92,1696.82,9.2,-0.4,74.7,5,M40,22.89,0.49,Low
12.79,111.53,51.23,2761.98,16.7,30.6,77.1,10,M20,22.56,0.8,High
10.03,52.23,33.78,2637.27,36.0,22.5,77.8,6,M40,9.47,0.88,Low
8.92,15.18,45.24,2155.68,72.7,-8.9,69.8,10,M30,0.73,0.5,Low
13.39,61.97,57.12,2433.65,58.1,-6.3,36.2,10,M30,18.33,1.11,High
2.82,42.51,78.85,162.41,67.5,43.3,50.3,8,M40,19.79,0.38,Medium
1.23,45.6,61.26,1160.04,25.7,42.1,78.2,6,M20,13.56,0.2,High
3.63,74.94,41.89,2268.6,74.4,11.4,91.5,10,M50,10.07,1.25,Low
11.93,86.53,74.65,131.77,8.6,43.5,25.9,4,M30,21.28,0.63,High
0.57,14.16,81.97,212.12,4.9,25.6,60.2,3,M30,4.81,1.25,Medium
8.76,5.24,15.18,2996.42,64.3,38.4,43.4,7,M30,10.99,0.51,Low
14.93,119.33,50.21,2425.68,69.6,15.6,36.9,2,M20,0.61,0.27,High
12.84,28.69,29.18,1002.26,7.7,-3.2,57.9,7,M30,4.1,1.05,Low
7.85,7.41,9.0,2439.07,9.4,16.0,65.5,1,M20,23.52,1.12,Low
1.0,23.6,61.83,2794.35,3.5,17.4,20.7,10,M30,14.45,0.74,Medium
12.48,5.64,78.34,1143.1,8.7,23.1,78.5,5,M40,20.14,0.28,Medium
9.0,47.63,18.85,222.53,16.5,-3.7,81.5,9,M40,12.16,0.92,Low
1.77,96.49,74.06,3271.45,72.8,49.5,92.4,1,M20,20.87,0.4,High
1.45,41.61,77.54,1273.61,50.4,4.6,33.5,8,M30,13.47,1.13,High
13.65,53.86,82.72,462.04,58.6,1.9,64.6,9,M30,0.11,0.5,High
10.05,81.39,27.55,1772.31,58.4,21.6,52.0,9,M30,22.49,1.13,Low
12.45,61.56,81.84,2712.79,40.6,22.2,45.1,8,M20,3.71,0.67,High
13.19,103.51,32.26,853.6,60.0,16.4,62.4,4,M40,11.26,0.86,Low
8.6,104.06,51.95,1016.27,45.1,36.3,78.7,7,M20,11.92,1.07,High
7.79,2.18,9.29,925.23,24.3,21.0,21.7,1,M50,1.18,0.24,Low
6.48,93.59,8.73,3471.69,42.5,26.6,92.7,7,M30,1.33,1.1,Low
4.79,55.83,66.23,771.17,40.5,33.4,80.7,6,M40,19.06,0.35,Medium
6.55,118.67,42.78,2056.77,61.9,-8.5,76.3,5,M20,7.51,0.59,Medium
11.62,58.5,26.78,3245.9,73.6,24.2,77.0,1,M40,10.24,0.72,Medium
9.05,118.44,21.19,599.45,31.4,43.1,49.2,8,M20,14.1,1.18,Low
13.39,90.79,61.95,3400.9,57.5,-9.0,76.4,10,M40,9.33,0.22,Medium
6.68,30.58,5.03,3321.42,8.4,14.3,49.0,1,M30,19.38,0.82,Low
9.13,65.07,73.5,3107.54,58.5,45.6,87.4,1,M30,22.11,0.91,High
9.49,119.06,11.74,829.49,28.5,11.2,33.3,3,M20,1.49,0.55,Low
8.9,103.05,21.28,2255.79,3.9,17.5,41.9,8,M20,15.89,0.52,Low
10.55,12.59,37.83,2687.03,27.9,48.9,61.4,8,M40,7.94,0.74,Low
3.6,85.06,46.21,3452.49,46.2,2.0,43.9,7,M30,14.58,0.41,Medium
7.71,42.12,35.17,713.44,9.8,-6.1,51.8,5,M30,12.1,0.71,Low
1.61,1.83,32.26,2704.49,69.4,41.6,56.9,8,M20,8.34,1.04,Medium
5.8,49.01,86.93,1251.92,6.7,42.1,84.2,2,M20,2.37,1.13,High
7.34,28.94,59.53,697.13,69.8,18.3,59.2,8,M40,13.99,0.62,Medium
9.8,98.45,6.99,1532.68,53.3,20.9,47.2,2,M40,2.82,0.88,Low
14.26,41.14,41.56,2799.04,25.4,40.1,38.6,10,M30,3.9,0.2,Low
9.03,99.48,79.38,1680.49,29.9,34.3,50.7,5,M30,24.55,0.81,High
11.17,1.07,30.62,1927.58,55.8,5.9,58.7,4,M40,7.92,1.27,Low
7.62,37.63,13.04,3483.54,45.5,-9.0,76.0,1,M40,14.61,0.54,Low
9.53,29.7,69.46,1456.97,50.7,18.8,29.1,5,M20,6.81,0.85,High
1.11,28.79,56.51,2192.36,29.8,41.5,36.6,7,M40,21.64,1.04,Medium
3.85,9.11,53.48,1341.83,37.1,43.8,48.5,1,M30,7.08,0.87,Medium
5.46,23.27,9.55,1435.47,74.3,47.4,47.0,2,M40,9.17,0.66,Low
7.11,67.11,16.94,2465.18,16.8,42.8,49.4,9,M30,15.21,0.37,Low
0.73,35.67,57.92,3288.82,31.9,24.8,79.5,5,M30,21.75,0.71,Medium
2.14,50.67,22.67,1944.02,22.6,16.7,44.3,7,M30,20.41,0.52,Low
4.19,45.85,47.85,2712.56,57.6,36.5,57.6,2,M30,6.6,0.97,Medium
14.57,105.23,51.31,403.3,57.5,34.4,66.8,7,M30,20.74,0.69,Medium
5.0,108.73,29.1,817.94,22.6,22.3,37.4,7,M40,17.53,1.13,Low
7.26,59.66,85.62,1807.25,7.0,-4.8,73.9,7,M30,24.75,0.41,High
2.98,40.29,76.61,168.04,1.8,45.6,61.0,5,M20,23.39,0.66,High
9.18,13.71,66.4,959.71,32.6,17.3,53.5,9,M20,13.33,0.81,High
4.25,114.45,11.63,1859.16,31.4,11.8,80.7,2,M40,18.75,0.34,Low
3.14,8.17,14.02,150.87,74.1,27.8,38.3,4,M40,14.25,0.85,Low
7.77,36.42,46.89,999.46,35.8,30.4,86.2,2,M40,14.87,0.52,Low
0.13,36.47,18.66,1847.7,20.0,2.6,62.1,8,M30,2.54,0.45,Low
0.16,39.13,88.15,2048.71,67.0,40.2,65.7,1,M30,0.06,0.36,High
3.33,20.55,18.47,3247.56,37.3,7.4,85.6,9,M20,1.2,0.58,Low
0.6,94.2,46.43,2294.18,45.3,1.2,81.3,5,M50,24.17,1.22,Low
1.66,15.58,35.95,1510.1,8.1,14.4,65.1,3,M20,3.16,0.23,Low
5.12,76.55,59.35,3263.19,29.3,33.8,76.5,4,M30,1.11,1.14,Medium
12.05,15.74,15.97,2768.6,70.9,47.9,52.5,1,M40,7.74,0.64,Low
8.6,9.39,41.58,780.03,44.6,38.6,61.1,3,M40,14.7,0.82,Low
7.71,109.22,28.35,544.86,26.5,46.4,24.7,8,M20,23.71,0.76,Medium
4.44,23.63,80.46,2397.76,47.3,-1.6,26.7,2,M30,17.5,1.22,High
13.98,98.73,8.45,2003.6,68.4,-5.7,82.2,2,M30,6.91,1.05,Low
5.99,65.81,82.67,2784.89,21.3,23.5,24.5,9,M30,23.48,1.28,High
1.35,10.26,75.8,2611.94,38.4,7.4,32.7,5,M20,0.9,1.07,High
9.28,114.7,30.29,2225.72,71.9,39.7,79.7,5,M40,24.48,0.53,Low
1.75,30.39,72.09,3453.7,13.8,30.3,20.1,1,M30,1.47,1.26,High
5.21,103.3,7.65,1914.21,54.3,48.2,41.2,6,M40,18.85,1.28,Low
7.64,21.09,87.18,484.56,46.5,5.3,63.8,8,M20,1.13,0.34,High
13.12,102.62,49.76,2916.13,51.3,19.1,64.7,6,M20,23.29,1.19,High
7.43,2.57,30.78,956.3,27.0,20.1,78.3,7,M40,2.72,0.93,Low
10.55,61.9,35.82,2742.83,24.2,4.4,57.9,4,M40,1.26,1.21,Low
14.89,92.56,10.64,3354.16,51.6,25.4,58.2,2,M40,22.23,1.21,Medium
2.02,112.24,89.09,2469.1,17.0,16.6,74.4,1,M40,2.39,1.18,Medium
4.16,109.2,8.34,2126.5,32.1,16.8,57.4,6,M20,19.95,1.17,Low
5.95,98.54,60.67,1665.31,14.9,11.8,65.6,9,M20,18.68,0.33,High
6.36,106.69,42.63,1338.99,1.6,-9.0,87.3,10,M20,14.97,0.36,Medium
6.19,24.71,85.66,1300.22,72.8,21.3,50.1,5,M50,9.45,0.33,Medium
13.62,34.82,25.91,2263.67,32.9,10.1,48.9,2,M30,22.89,0.3,Medium
10.72,35.39,50.23,2654.33,72.7,-9.9,20.3,1,M20,21.78,0.59,High
9.14,45.87,46.0,2406.96,11.4,8.5,66.0,3,M20,10.66,0.95,High
4.68,47.81,64.74,774.59,44.5,6.7,22.2,4,M40,5.79,0.59,Medium
12.37,65.8,10.78,1779.56,15.9,13.6,57.8,7,M40,6.81,0.99,Low
14.33,20.03,21.47,2791.58,59.5,-2.1,80.3,9,M50,5.51,1.1,Low
12.33,83.26,23.24,1717.39,59.0,20.5,61.2,8,M30,13.53,0.93,Low
0.07,20.94,67.74,1924.52,9.3,31.5,40.2,9,M30,21.71,0.71,Medium
9.56,37.93,21.08,2721.86,68.5,27.8,79.0,7,M20,19.34,0.53,Medium
0.81,60.9,53.75,2348.3,15.4,38.2,40.2,10,M20,19.89,0.34,Medium
3.9,95.78,23.3,1491.77,46.4,17.1,75.0,8,M20,11.21,0.74,Low
0.94,89.0,78.24,3144.4,73.9,21.1,65.8,8,M20,8.06,0.99,High
9.08,77.82,85.09,652.73,66.3,38.6,32.7,1,M30,18.93,0.8,High
10.31,19.54,49.07,3484.76,71.8,15.7,87.9,9,M50,19.83,0.99,Medium
1.76,66.1,34.95,504.1,26.4,32.1,35.0,2,M20,17.38,0.57,Medium
5.79,11.41,24.89,150.83,8.8,16.1,94.2,7,M50,0.8,0.27,Low
6.87,45.91,9.23,3126.06,14.9,15.1,20.5,10,M30,14.74,1.05,Low
5.57,50.21,27.82,932.84,38.0,35.6,39.8,10,M30,8.68,0.44,Low
1.86,5.74,60.61,2580.98,59.7,0.5,35.0,5,M30,4.9,0.88,Medium
6.31,33.6,50.36,2857.45,12.1,10.3,21.0,4,M30,17.36,1.08,Medium
11.28,114.72,85.24,3020.55,49.8,3.5,74.9,1,M20,6.71,0.35,High
1.11,114.48,38.68,3471.42,24.9,11.5,72.0,1,M40,22.82,0.86,Medium
1.25,42.93,63.98,1099.74,26.2,3.8,79.4,3,M40,7.45,0.96,Medium
5.35,6.13,46.59,2514.83,50.0,24.8,39.3,1,M40,13.88,1.02,Medium
14.13,22.31,48.57,492.36,35.6,37.9,53.3,8,M30,20.69,0.36,Medium
10.05,47.67,27.76,1483.15,61.1,37.2,69.4,3,M40,10.05,1.11,Low
10.2,113.79,43.67,2983.1,12.5,11.9,53.0,10,M30,20.72,0.3,Medium
5.46,17.8,45.02,1350.04,59.5,49.3,72.3,2,M50,18.09,0.77,Medium
8.93,91.86,65.06,2109.72,5.8,25.6,67.5,6,M30,23.02,0.69,High
0.2,13.93,84.95,1812.83,15.4,14.0,28.6,4,M50,8.15,0.44,Medium
9.56,117.77,32.99,2296.24,49.6,40.1,78.6,4,M40,2.63,0.53,Low
13.7,46.41,8.59,3407.84,64.3,33.8,74.1,2,M40,10.76,0.38,Low
9.21,93.25,47.19,289.5,19.7,35.0,69.2,2,M20,19.65,0.67,High
13.11,41.77,51.28,2051.47,25.2,1.8,31.6,6,M30,11.26,0.24,Medium
10.87,75.69,19.32,3034.3,40.7,18.1,40.1,5,M30,6.55,1.18,Low
1.85,23.85,69.64,1736.7,16.7,41.7,49.5,9,M20,0.69,0.38,High
13.54,18.38,88.72,366.99,61.0,20.2,41.0,4,M30,7.83,1.17,High
1.04,112.63,85.39,2005.83,58.2,31.0,37.1,5,M50,17.83,1.15,Medium
8.03,110.2,21.75,1229.05,11.8,25.3,80.4,1,M30,3.69,0.7,Low
2.17,106.61,79.41,626.8,35.3,40.5,67.9,2,M20,8.52,0.75,High
0.23,75.43,64.88,2986.72,58.3,7.1,62.4,3,M30,0.51,0.53,Medium
6.36,97.18,43.58,1873.44,26.0,24.5,36.9,5,M20,18.04,1.3,High
4.46,9.22,50.95,3273.14,47.8,-2.6,88.9,5,M30,22.02,0.94,Medium
7.32,40.84,77.22,2840.46,4.7,31.4,34.3,4,M30,14.21,1.25,High
8.68,38.33,45.81,2456.1,46.0,33.9,79.6,10,M30,0.65,0.66,Low
0.7,76.64,36.72,117.09,12.3,-7.4,92.5,3,M40,5.44,1.17,Low
1.89,43.36,46.93,1554.6,62.5,30.5,74.5,9,M20,10.96,0.69,Medium
8.4,18.67,54.23,771.45,27.3,14.9,94.5,1,M40,14.69,1.15,Medium
5.18,71.98,21.07,3196.71,21.8,-2.6,68.8,6,M50,12.41,0.34,Low
10.95,97.91,81.58,693.59,63.2,15.2,36.3,7,M20,22.9,0.9,High
9.8,46.47,62.31,1072.6,4.7,1.7,35.3,10,M40,23.47,0.95,Medium
12.69,16.74,58.83,1857.25,30.3,14.9,44.3,4,M30,2.68,0.92,Medium
10.4,24.41,13.46,995.44,28.4,13.1,20.5,10,M30,3.46,0.69,Low
6.48,29.26,56.35,813.54,22.1,34.3,71.1,3,M20,8.95,0.95,High
10.11,36.69,15.28,2136.94,68.5,36.5,40.2,8,M30,10.53,0.46,Low
4.17,77.49,11.69,402.36,56.6,26.4,81.1,9,M50,14.65,0.86,Low
4.63,72.51,49.82,297.77,5.7,-8.6,46.9,1,M20,19.33,0.81,High
11.85,83.83,39.24,1365.63,53.9,45.9,56.0,10,M20,3.39,0.55,Medium
6.72,44.14,55.05,2550.26,40.0,31.2,92.4,9,M20,20.07,1.06,High
11.99,99.06,12.58,1986.34,67.7,-7.9,38.2,7,M30,15.25,0.29,Low
12.35,25.29,41.63,1537.78,24.2,39.1,74.1,1,M50,24.52,0.39,Medium
12.87,56.82,19.86,2023.56,43.5,2.0,76.6,7,M30,16.28,0.72,Low
13.75,96.31,88.9,1342.54,38.1,24.8,36.6,5,M20,17.9,1.18,High
6.49,22.44,52.7,3282.9,37.2,18.0,57.6,10,M30,4.88,0.83,Medium
4.82,14.07,63.43,286.68,34.8,15.2,46.3,7,M30,19.22,1.13,Medium
8.75,106.16,32.66,2389.53,16.2,43.4,77.9,9,M20,1.98,0.77,Medium
5.6,41.81,13.05,3130.36,56.9,16.2,66.7,8,M30,16.41,1.06,Low
9.04,82.38,87.95,2833.21,34.4,-5.5,55.7,6,M20,1.39,0.56,High
10.6,4.02,29.33,725.74,71.9,46.8,78.5,2,M40,2.88,1.1,Low
10.34,83.12,41.02,1106.15,20.3,45.2,37.6,8,M30,2.7,0.64,Low
5.65,38.62,60.24,2537.96,51.5,31.1,76.5,4,M40,1.31,0.81,Medium
2.54,7.63,7.1,386.52,70.6,18.1,84.9,8,M50,8.03,0.39,Low
6.49,73.57,73.87,2860.33,50.1,-4.4,85.9,7,M50,24.86,1.21,Medium
2.18,29.66,50.61,2544.28,65.5,37.4,78.8,4,M20,8.71,0.97,High
13.36,47.03,28.65,2580.66,62.2,-5.5,50.6,8,M50,19.02,1.14,Medium
5.22,10.59,10.24,440.82,27.6,-5.9,93.6,2,M40,3.31,0.43,Low
2.36,18.51,18.81,2540.39,45.4,22.2,48.5,9,M40,11.36,0.27,Low
0.43,36.46,81.08,2411.38,12.6,-0.4,67.9,6,M20,4.63,0.57,High
9.71,11.68,63.31,2925.14,40.6,-9.5,32.1,7,M20,4.8,0.77,High
9.57,109.39,26.24,241.43,18.1,15.4,93.5,10,M50,2.49,1.08,Low
5.14,1.72,10.58,178.58,56.0,-1.8,72.8,1,M20,10.8,0.64,Low
1.12,58.58,63.7,1368.22,40.1,-0.4,76.5,3,M20,1.89,0.5,High
6.17,15.67,53.65,605.88,31.4,-5.4,24.9,10,M30,22.75,0.61,Medium
4.7,37.61,39.38,1998.51,20.9,2.3,77.3,5,M50,11.2,0.97,Low
10.17,111.2,35.91,3218.99,74.9,32.9,78.1,7,M30,20.96,0.57,Medium
9.11,20.24,23.43,1431.03,6.3,38.5,70.4,1,M50,24.49,1.28,Low
5.5,115.93,61.92,2972.83,4.2,17.2,41.9,9,M30,16.94,0.39,Medium
3.31,25.49,87.51,100.82,17.1,20.4,56.7,5,M20,22.54,1.03,High
14.82,89.25,19.94,672.95,72.9,-8.0,28.3,3,M30,3.38,0.85,Low
6.84,66.05,55.75,203.44,73.5,-5.8,55.4,7,M30,20.75,0.46,Medium
10.34,106.25,41.06,1215.7,49.5,5.5,38.3,10,M30,6.78,1.03,Medium
2.15,66.93,42.97,3187.84,66.1,22.6,46.2,8,M30,11.81,0.69,Medium
7.31,64.61,26.6,429.64,16.8,34.4,32.2,10,M20,16.16,0.95,Low
0.46,24.26,75.14,2161.79,72.9,26.3,37.3,10,M20,22.59,0.93,High
7.61,20.78,46.25,1635.09,11.6,13.5,25.7,3,M40,22.77,0.32,Low
14.46,110.06,51.19,3290.79,8.5,-2.9,89.0,7,M30,2.3,1.12,Medium
5.79,40.01,30.9,516.57,9.3,36.8,59.8,7,M20,9.11,0.95,Low
0.63,45.28,20.45,820.89,43.4,11.8,49.8,4,M20,19.83,1.06,Low
0.51,91.42,12.3,200.44,58.8,34.2,60.1,10,M30,17.58,0.69,Low
5.85,41.32,65.7,1575.38,28.1,20.8,67.1,9,M50,0.66,0.41,Low
2.44,114.3,21.68,1044.63,73.4,34.3,89.1,1,M30,11.25,0.56,Low
0.4,88.81,63.66,3057.68,33.1,44.4,33.4,1,M20,20.73,1.19,High
11.36,72.09,38.18,2156.8,12.1,45.3,42.2,5,M30,18.44,1.23,Medium
6.9,105.83,40.34,2187.91,35.5,22.1,93.2,3,M40,10.3,0.73,Low
4.37,6.9,44.88,1908.5,51.2,20.7,47.8,10,M30,18.38,0.53,Medium
13.51,31.59,36.26,412.29,62.6,5.9,21.7,9,M20,13.78,1.0,Medium
1.79,56.34,13.55,1613.06,34.9,46.1,31.1,5,M40,22.82,1.04,Low
14.34,28.01,31.32,3498.32,44.9,17.5,22.0,7,M30,14.68,1.1,Medium
4.74,89.52,61.42,2939.78,20.8,-2.3,94.2,1,M20,10.02,0.23,High
13.33,110.39,61.59,3137.76,48.8,16.0,40.9,2,M20,21.57,0.21,High
9.06,51.43,29.33,2898.97,74.0,-2.4,89.3,4,M30,1.25,0.59,Low
12.41,41.71,44.11,450.34,4.6,20.2,94.7,9,M40,22.51,0.37,Low
14.76,115.42,21.44,873.32,66.6,23.7,65.0,5,M50,17.41,1.09,Low
4.36,53.94,22.88,110.61,42.6,10.3,22.5,5,M30,23.52,0.79,Low
14.42,59.2,6.96,1131.93,19.7,-5.7,26.1,9,M40,6.26,1.11,Low
5.87,42.85,81.22,469.27,71.7,46.6,56.1,8,M20,17.37,0.39,High
5.81,109.24,22.91,1707.5,36.8,36.4,50.5,2,M40,20.24,0.89,Low
5.14,68.71,24.34,2402.23,25.5,40.3,65.5,7,M30,17.55,0.84,Low
8.14,91.7,28.77,3073.32,14.4,12.0,52.9,1,M30,5.26,0.57,Low
2.35,97.6,15.83,2647.34,19.1,35.6,90.1,10,M20,6.89,0.77,Low
8.33,41.68,59.34,3291.19,62.6,19.1,60.1,9,M20,14.17,0.85,High
8.15,52.61,11.39,283.25,46.5,2.1,72.0,3,M40,11.17,1.18,Low
11.44,101.97,16.41,141.41,68.6,-2.5,87.2,2,M20,18.38,0.26,Low
12.51,44.23,59.8,2348.55,18.2,10.7,31.0,4,M20,9.47,1.11,High
6.63,95.48,33.87,1083.8,10.0,-1.7,37.2,4,M20,21.49,1.28,Medium
4.57,112.98,65.18,961.9,1.5,49.9,28.0,3,M20,10.8,1.0,High
3.93,75.16,52.38,1225.02,38.6,-7.0,30.5,2,M30,1.0,1.01,Medium
2.96,89.25,26.76,1017.31,74.9,16.5,58.4,5,M30,0.43,0.44,Low
0.91,96.81,60.32,1838.88,52.4,17.1,44.1,4,M20,16.17,0.78,High
5.17,101.56,14.88,1596.5,23.8,8.0,51.7,5,M30,13.51,0.98,Low
4.09,48.01,50.59,1842.26,65.9,24.3,93.7,8,M40,13.57,0.86,Medium
14.5,7.1,42.16,2387.23,58.8,-1.0,31.8,2,M50,19.75,0.62,Medium
8.39,48.82,27.77,1416.24,2.1,37.0,60.6,9,M30,9.39,1.23,Low
5.24,81.18,56.34,954.45,61.4,9.9,27.4,10,M30,24.89,0.77,Medium
8.73,54.59,79.06,665.08,23.2,25.5,43.9,1,M20,23.64,1.27,High
2.13,90.13,89.91,1288.21,12.1,32.9,59.6,8,M30,0.32,0.82,Medium
6.69,43.48,56.66,2622.14,17.7,43.3,91.0,5,M40,22.39,1.07,Medium
9.41,76.53,39.4,2672.8,35.7,40.1,49.3,2,M30,17.01,1.02,Medium
7.36,23.18,24.14,2367.48,32.4,26.5,24.9,8,M30,12.55,0.93,Low
6.06,90.17,26.85,895.7,22.4,13.3,49.1,5,M30,14.57,0.22,Low
14.91,65.94,45.75,2099.49,13.7,20.2,30.9,10,M50,21.05,0.29,Low
13.21,25.28,36.22,2040.34,57.4,36.1,37.2,10,M40,23.78,0.84,Medium
9.37,35.74,82.67,1746.51,74.3,42.7,66.4,3,M40,14.01,1.2,High
8.56,90.08,36.31,1969.93,58.6,-3.8,25.1,7,M20,4.53,0.86,Medium
9.33,58.43,36.74,1772.09,22.9,13.1,54.9,4,M20,15.99,0.46,Medium
3.06,26.71,37.6,2022.55,19.1,36.6,65.7,10,M40,1.91,0.55,Low
