vibration_amplitude_mm,vibration_frequency_hz,stress_mPa,strain_micro,concrete_age_years,ambient_temp_c,humidity_pct,maintenance_score,material_grade,foundation_settlement_mm,load_ratio,failure_risk,material_grade_encoded,failure_risk_encoded,stress_capacity_ratio,vibration_severity_index,maintenance_decay_index,settlement_load_interaction,environmental_exposure_index,age_group_encoded
6.99,30.38,54.79,1334.65,57.0,-6.4,45.4,2,M50,14.85,0.49,Low,3,1,1.0958,212.36,27.143,7.276,6.17,2
14.58,37.46,54.88,2972.01,41.2,19.3,83.6,7,M20,21.84,0.67,High,0,0,2.744,546.17,5.803,14.633,32.85,2
9.15,67.06,42.89,1522.5,65.9,36.4,56.3,1,M40,10.25,1.13,Medium,2,2,1.0722,613.6,59.909,11.582,31.75,2
5.28,70.97,76.07,1598.91,41.2,-0.9,82.5,4,M20,6.73,0.56,High,0,0,3.8035,374.72,10.049,3.769,15.76,2
1.76,51.75,27.52,2256.43,18.6,26.7,27.9,10,M20,12.29,1.16,Low,0,1,1.376,91.08,1.842,14.256,13.03,1
2.31,74.24,43.13,2733.22,64.0,4.4,30.6,4,M30,17.94,0.6,Medium,1,2,1.4377,171.49,15.61,10.764,7.47,2
3.42,10.71,50.7,214.88,42.2,42.0,93.3,5,M30,12.92,0.6,Medium,1,2,1.69,36.63,8.275,7.752,57.85,2
3.8,11.45,61.41,2116.73,16.3,9.6,64.1,10,M20,0.19,0.54,High,0,0,3.0705,43.51,1.614,0.103,18.97,1
12.77,21.45,71.64,734.89,47.1,9.7,58.2,1,M30,1.96,0.8,High,1,0,2.388,273.92,42.818,1.568,17.29,2
8.44,62.65,38.56,1276.23,27.5,25.9,59.2,7,M40,18.03,0.34,Low,2,1,0.964,528.77,3.873,6.13,27.17,1
7.87,26.47,59.91,1283.09,63.5,1.0,36.1,2,M20,10.0,0.24,High,0,0,2.9955,208.32,30.238,2.4,7.58,2
1.77,34.71,17.8,1694.81,34.5,7.1,73.9,2,M30,19.62,1.19,Low,1,1,0.5933,61.44,16.429,23.348,20.03,1
12.91,48.64,84.28,1236.06,54.8,15.0,26.4,8,M50,16.24,1.22,Medium,3,2,1.6856,627.94,6.765,19.813,9.24,2
10.86,97.61,37.56,465.03,8.1,11.2,63.0,9,M30,14.54,0.28,Low,1,1,1.252,1060.04,0.89,4.071,19.66,0
1.06,2.65,67.01,595.14,30.3,21.5,62.8,6,M30,22.53,0.8,Medium,1,2,2.2337,2.81,4.967,18.024,26.06,1
10.63,78.28,6.73,213.69,73.8,26.0,88.6,1,M40,0.53,0.79,Low,2,1,0.1682,832.12,67.091,0.419,40.76,2
8.18,80.6,22.44,1698.85,60.8,24.0,59.5,1,M40,3.88,0.61,Low,2,1,0.561,659.31,55.273,2.367,26.18,2
1.27,96.04,46.4,3345.12,12.8,29.3,30.3,7,M40,15.61,0.83,Low,2,1,1.16,121.97,1.803,12.956,14.94,0
6.9,112.0,79.65,493.3,21.6,8.5,63.0,8,M50,1.65,0.7,Low,3,1,1.593,772.8,2.667,1.155,17.96,1
7.3,3.4,49.82,3317.3,25.4,-2.4,26.8,3,M20,16.12,0.74,High,0,0,2.491,24.82,8.194,11.929,4.72,1
2.53,19.3,84.04,2593.43,49.1,35.6,35.3,9,M50,24.6,1.03,Medium,3,2,1.6808,48.83,5.396,25.338,19.63,2
14.19,106.45,46.12,2267.5,57.0,41.0,22.3,4,M50,21.97,0.78,Medium,3,2,0.9224,1510.53,13.902,17.137,13.6,2
12.76,55.56,46.69,2293.94,56.5,5.4,58.5,4,M40,14.77,0.56,Medium,2,2,1.1672,708.95,13.78,8.271,14.86,2
10.05,68.19,15.18,2910.87,38.7,14.4,26.3,3,M30,22.35,0.84,Low,1,1,0.506,685.31,12.484,18.774,9.05,1
6.96,79.9,73.23,463.53,61.0,19.9,55.2,8,M40,2.91,0.9,Medium,2,2,1.8308,556.1,7.531,2.619,22.02,2
6.21,81.81,25.99,1816.16,33.3,22.0,90.0,9,M20,11.37,0.93,Low,0,1,1.2995,508.04,3.659,10.574,37.8,1
9.78,111.88,81.47,2470.11,10.2,29.6,74.0,1,M40,10.72,0.88,Medium,2,2,2.0368,1094.19,9.273,9.434,36.7,0
8.2,119.42545,82.42,2095.19,42.8,-7.5,25.8,2,M20,8.41,0.93,High,0,0,4.121,979.29,20.381,7.821,3.22,2
0.98,86.7,85.18,2931.45,71.5,33.3,36.8,1,M40,0.13495,0.54,Medium,2,2,2.1295,84.97,65.0,0.073,19.61,2
7.71,35.18,49.22,345.72,59.7,-6.3,70.5,4,M30,22.28,0.69,Medium,1,2,1.6407,271.24,14.561,15.373,9.66,2
12.11,105.69,62.55,2448.38,43.8,18.1,87.1,10,M20,19.44,0.94,High,0,0,3.1275,1279.91,4.337,18.274,33.19,2
6.92,6.86,71.17,1915.69,48.9,39.7,22.5,7,M40,16.32,1.03,Medium,2,2,1.7792,47.47,6.887,16.81,13.43,2
0.83,28.5,16.14,1389.15,69.9,17.1,80.9,7,M30,3.22,0.68,Low,1,1,0.538,23.65,9.845,2.19,30.01,2
11.8,107.79,56.08,1256.93,32.7,-1.1,62.1,6,M40,9.46,0.6,Medium,2,2,1.402,1271.92,5.361,5.676,11.74,1
3.06,31.49,7.92,2210.83,25.5,49.1,61.0,5,M20,23.11,0.99,Low,0,1,0.396,96.36,5.0,22.879,42.15,1
3.92,27.26,47.29,3129.38,73.3,43.4,91.8,4,M40,15.42,0.44,Medium,2,2,1.1822,106.86,17.878,6.785,58.2,2
2.51,17.44,18.16,1787.0,64.9,36.3,76.1,8,M30,15.09,0.21,Low,1,1,0.6053,43.77,8.012,3.169,42.84,2
4.99,103.23,20.55,2904.06,24.9,14.7,83.8,7,M30,22.83,0.72,Low,1,1,0.685,515.12,3.507,16.438,29.08,1
11.36,60.51,36.03,1467.33,35.3,1.0,46.5,10,M30,14.0,0.39,Low,1,1,1.201,687.39,3.495,5.46,9.76,1
7.81,81.31,41.76,448.14,31.7,46.5,61.6,1,M40,14.94,0.62,Low,2,1,1.044,635.03,28.818,9.263,40.96,1
3.11,29.45,57.97,309.12,12.0,21.9,66.2,6,M40,8.64,0.52,Low,2,1,1.4492,91.59,1.967,4.493,27.74,0
13.17,91.21,11.33,274.54,71.9,41.1,44.1,2,M30,9.29,1.05,Low,1,1,0.3777,1201.24,34.238,9.754,26.95,2
13.2,91.44,47.81,1392.51,30.9,10.5,62.8,4,M30,17.14,0.56,Medium,1,2,1.5937,1207.01,7.537,9.598,19.15,1
13.07,38.2,20.52,1246.61,65.8,10.1,37.7,5,M30,8.01,0.9,Low,1,1,0.684,499.27,12.902,7.209,11.35,2
3.62,49.87,53.79,2540.99,15.0,49.1,30.8,8,M50,13.98,0.94,Low,3,1,1.0758,180.53,1.852,13.141,21.28,0
6.8,25.95,59.18,2625.59,41.5,21.3,48.0,6,M40,6.98,0.7,Medium,2,2,1.4795,176.46,6.803,4.886,19.82,2
14.78,117.21,52.32,272.9,2.8,-1.6,75.4,2,M30,4.15,0.29,Medium,1,2,1.744,1732.36,1.333,1.204,13.87,0
11.59,77.83,67.76,851.82,57.6,3.2,88.7,5,M30,11.36,0.97,High,1,0,2.2587,902.05,11.294,11.019,20.58,2
0.46,112.21,33.53,1032.49,44.0,18.9,54.3,5,M30,5.44,0.28,Low,1,1,1.1177,51.62,8.627,1.523,21.12,2
1.02,37.1,70.03,1961.88,47.3,-7.5,68.2,6,M40,22.46,0.31,Medium,2,2,1.7508,37.84,7.754,6.963,8.52,2
6.99,94.05,41.79,591.35,4.8,17.8,27.7,1,M20,7.59,0.42,Medium,0,2,2.0895,657.41,4.364,3.188,10.47,0
13.64,92.14,46.16,555.4,16.6,15.1,87.8,8,M40,14.94,0.51,Low,2,1,1.154,1256.79,2.049,7.619,30.82,1
8.1,83.31,60.09,3308.88,6.5,36.8,62.6,3,M20,6.59,1.13,High,0,0,3.0045,674.81,2.097,7.447,35.56,0
7.49,115.91,6.56,2834.29,22.4,11.3,78.5,5,M20,6.45,0.94,Low,0,1,0.328,868.17,4.392,6.063,24.57,1
1.63,47.83,60.59,714.23,47.4,49.0,79.6,7,M20,8.77,0.63,High,0,0,3.0295,77.96,6.676,5.525,54.92,2
9.87,16.56,57.58,1482.33,42.9,0.8,39.2,3,M40,22.9,1.28,Medium,2,2,1.4395,163.45,13.839,29.312,8.15,2
12.34,80.93,31.34,1309.11,46.3,25.5,59.7,10,M50,9.79,0.47,Low,3,1,0.6268,998.68,4.584,4.601,27.16,2
5.74,87.79,12.29,2789.41,41.6,-4.6,92.0,6,M20,20.53,0.87,Low,0,1,0.6145,503.91,6.82,17.861,14.17,2
11.65,69.43,12.73,1834.72,21.2,34.0,26.7,5,M30,4.93,1.13,Low,1,1,0.4243,808.86,4.157,5.571,14.42,1
14.47,25.61,83.47,534.69,19.1,49.7,71.2,7,M20,1.2,1.08,High,0,0,4.1735,370.58,2.69,1.296,49.63,1
3.1,61.03,63.59,2612.57,11.1,39.1,92.2,10,M40,19.54,0.3,Medium,2,2,1.5898,189.19,1.099,5.862,54.49,0
7.87,38.15,15.8,1449.42,63.8,23.3,42.5,3,M40,13.55,0.97,Low,2,1,0.395,300.24,20.581,13.144,18.4,2
4.34,51.87,35.32,993.94,46.6,19.1,84.6,2,M20,12.59,0.48,Medium,0,2,1.766,225.12,22.19,6.043,33.08,2
11.9,77.78,55.36,1376.7,14.8,40.1,90.0,4,M20,6.81,0.59,High,0,0,2.768,925.58,3.61,4.018,54.09,0
8.69,89.68,76.02,1792.37,14.1,46.2,76.0,3,M40,1.81,0.74,Medium,2,2,1.9005,779.32,4.548,1.339,50.31,0
9.54,28.63,8.71,1266.59,65.6,49.4,37.3,4,M40,12.07,1.07,Low,2,1,0.2178,273.13,16.0,12.915,25.89,2
11.98,49.23,25.11,922.48,56.0,13.8,45.1,7,M20,21.68,0.38,Low,0,1,1.2555,589.78,7.887,8.238,15.24,2
5.97,33.03,80.63,1454.91,49.8,49.5,22.7,5,M30,3.0,0.32,High,1,0,2.6877,197.19,9.765,0.96,15.78,2
13.73,24.64,5.78,165.19,31.1,-0.6,82.4,4,M40,23.23,0.37,Low,2,1,0.1445,338.31,7.585,8.595,15.99,1
8.02,94.22,22.12,2726.49,20.4,5.2,83.7,6,M30,6.87,0.44,Low,1,1,0.7373,755.64,3.344,3.023,21.09,1
2.41,109.2,86.52,681.21,73.5,-4.7,67.5,7,M30,13.3,0.27,High,1,0,2.884,263.17,10.352,3.591,10.33,2
10.45,45.06,57.14,249.28,60.0,6.3,46.4,5,M30,1.66,1.22,Medium,1,2,1.9047,470.88,11.765,2.025,12.2,2
11.91,90.4,27.24,2322.58,23.3,36.1,25.8,7,M30,10.63,0.55,Low,1,1,0.908,1076.66,3.282,5.847,14.47,1
4.79,107.74,10.69,2731.38,63.7,41.2,76.5,3,M30,3.15,0.39,Low,1,1,0.3563,516.07,20.548,1.228,46.82,2
12.86,101.69,7.4,2867.02,57.2,36.7,74.5,7,M50,1.2,0.9,Low,3,1,0.148,1307.73,8.056,1.08,42.24,2
13.6,22.75,25.8,1777.93,23.0,27.9,88.4,3,M20,24.16,1.07,Medium,0,2,1.29,309.4,7.419,25.851,42.34,1
4.19,114.8,79.93,798.25,32.6,20.8,74.8,6,M30,18.25,1.03,High,1,0,2.6643,481.01,5.344,18.798,30.52,1
14.75,45.82,40.35,2606.57,14.8,32.5,82.2,8,M20,17.98,0.99,High,0,0,2.0175,675.84,1.827,17.8,43.16,0
2.15,41.37,66.23,2479.02,9.2,13.5,75.9,6,M20,2.26,0.26,High,0,0,3.3115,88.95,1.508,0.588,25.43,0
3.07,8.43,83.05,937.32,54.5,40.5,67.3,10,M40,23.23,1.06,Medium,2,2,2.0762,25.88,5.396,24.624,40.72,2
2.8,58.85,39.68,3171.59,20.8,30.6,52.0,3,M50,11.74,0.75,Low,3,1,0.7936,164.78,6.71,8.805,26.31,1
13.42,13.97,21.26,454.86,61.7,31.9,87.7,5,M20,21.31,0.91,Medium,0,2,1.063,187.48,12.098,19.392,45.52,2
9.83,30.58,48.96,3441.14,74.65050000000001,22.2,68.8,9,M50,0.32,1.25,Low,3,1,0.9792,300.6,8.203,0.4,29.03,2
2.32,38.72,82.19,3024.84,6.7,43.1,49.9,8,M30,7.46,1.09,High,1,0,2.7397,89.83,0.827,8.131,31.49,0
6.63,97.25,73.37,2438.86,36.0,5.1,26.3,6,M30,24.9,1.11,High,1,0,2.4457,644.77,5.902,27.639,6.6,1
9.25,105.18,10.6,3291.75,60.4,12.9,41.8,9,M20,10.7,0.4,Low,0,1,0.53,972.92,6.637,4.28,13.75,2
1.3,36.99,63.87,2555.86,59.4,36.7,60.8,2,M30,22.21,0.72,High,1,0,2.129,48.09,28.286,15.991,34.47,2
13.24,103.19,53.61,747.55,57.2,19.6,40.7,9,M30,8.2,1.24,Medium,1,2,1.787,1366.24,6.286,10.168,16.12,2
12.06,103.01,82.13,1603.33,26.8,43.4,36.6,10,M30,13.13,0.84,High,1,0,2.7377,1242.3,2.653,11.029,23.2,1
7.6,91.99,15.41,343.11,34.6,10.8,59.6,10,M30,21.36,0.31,Low,1,1,0.5137,699.12,3.426,6.622,18.36,1
14.51,18.46,50.39,1424.84,45.0,12.2,32.7,6,M30,15.15,1.01,Medium,1,2,1.6797,267.85,7.377,15.302,10.53,2
6.3,83.15,79.75,2621.45,73.1,43.3,80.0,9,M30,18.13,0.25,High,1,0,2.6583,523.84,8.033,4.532,50.64,2
14.76,113.46,39.85,1413.91,25.2,17.9,56.3,4,M30,5.72,1.02,Medium,1,2,1.3283,1674.67,6.146,5.834,21.34,1
10.04,82.22,45.97,1223.0,69.3,21.0,63.0,5,M40,3.9,1.17,Medium,2,2,1.1492,825.49,13.588,4.563,25.83,2
9.54,40.46,10.99,2124.21,20.9,10.0,31.1,2,M40,5.76,0.67,Low,2,1,0.2748,385.99,9.952,3.859,9.33,1
2.53,60.57,28.64,3065.5,74.2,6.6,44.3,3,M20,12.33,0.65,Medium,0,2,1.432,153.24,23.935,8.014,11.78,2
13.23,77.84,32.58,261.78,50.6,29.4,50.8,1,M30,20.02,0.53,Medium,1,2,1.086,1029.82,46.0,10.611,25.1,2
6.44,61.76,85.34,1410.6,35.3,-2.8,80.6,4,M40,8.85,1.16,Medium,2,2,2.1335,397.73,8.61,10.266,13.86,1
2.48,15.27,29.03,638.02,46.4,42.8,77.8,2,M20,14.12,0.8,Medium,0,2,1.4515,37.87,22.095,11.296,48.86,2
0.24,38.14,44.17,2464.2,21.2,36.8,36.7,2,M40,20.12,0.84,Medium,2,2,1.1042,9.15,10.095,16.901,20.85,1
8.42,96.49,62.06,459.46,21.3,1.4,66.2,1,M30,5.97,0.93,Medium,1,2,2.0687,812.45,19.364,5.552,14.17,1
7.93,103.51,18.79,2360.35,9.4,31.6,38.3,10,M30,22.07,0.53,Low,1,1,0.6263,820.83,0.931,11.697,19.76,0
10.8,17.34,46.35,1073.01,9.4,26.2,94.1,2,M20,23.83,0.68,High,0,0,2.3175,187.27,4.476,16.204,43.47,0
13.36,114.33,67.78,776.32,26.7,1.1,91.4,4,M50,0.97,1.02,Medium,3,2,1.3556,1527.45,6.512,0.989,19.29,1
1.24,40.13,78.68,3283.6,57.5,6.4,62.2,6,M50,1.48,1.28,Medium,3,2,1.5736,49.76,9.426,1.894,16.42,2
10.99,79.82,58.23,162.98,46.0,14.5,72.4,7,M50,2.27,0.24,Low,3,1,1.1646,877.22,6.479,0.545,24.98,2
2.85,90.47,61.87,1588.44,8.6,32.0,80.1,7,M20,19.42,0.25,High,0,0,3.0935,257.84,1.211,4.855,41.65,0
12.88,97.62,15.73,173.53,64.1,28.3,74.1,7,M40,4.73,0.67,Low,2,1,0.3932,1257.35,9.028,3.169,35.79,2
12.29,113.54,85.39,1744.22,45.5,21.9,72.5,4,M30,18.14,0.93,High,1,0,2.8463,1395.41,11.098,16.87,30.38,2
8.13,38.24,16.27,1803.56,72.1,36.1,91.9,5,M40,11.03,0.63,Low,2,1,0.4068,310.89,14.137,6.949,51.56,2
10.67,103.16,70.85,1193.65,50.6,35.5,64.7,3,M20,20.91,1.29,High,0,0,3.5425,1100.72,16.323,26.974,35.91,2
4.75,16.67,27.51,549.35,14.0,27.1,67.7,1,M40,20.21,0.41,Low,2,1,0.6878,79.18,12.727,8.286,31.89,0
7.09,84.9,84.36,1379.72,36.1,37.2,83.7,8,M50,23.99,0.21,Medium,3,2,1.6872,601.94,4.457,5.038,47.88,1
12.33,89.3,66.2,2385.69,49.0,10.1,70.2,10,M20,6.28,0.41,High,0,0,3.31,1101.07,4.851,2.575,21.13,2
6.92,81.65,69.07,2760.15,3.1,42.9,75.0,7,M20,5.73,1.18,High,0,0,3.4535,565.02,0.437,6.761,47.18,0
5.4,31.03,23.62,1904.55,2.1,26.9,37.6,9,M20,0.79,0.36,Low,0,1,1.181,167.56,0.231,0.284,17.63,0
7.44,104.89,42.66,2105.44,10.6,39.3,47.8,10,M20,10.26,0.73,Medium,0,2,2.133,780.38,1.05,7.49,28.35,0
12.43,21.09,57.51,782.1,19.6,22.8,31.0,4,M30,11.48,0.66,Medium,1,2,1.917,262.15,4.78,7.577,13.27,1
5.06,7.38,70.45,1076.92,32.8,3.1,57.9,5,M40,24.11,0.93,Medium,2,2,1.7612,37.34,6.431,22.422,13.37,1
2.65,86.38,13.84,650.45,37.1,22.5,54.2,5,M20,20.77,0.26,Low,0,1,0.692,228.91,7.275,5.4,23.04,1
10.69,57.58,86.8,947.6,11.2,12.3,94.6505,7,M30,4.17,0.92,High,1,0,2.8933,615.53,1.577,3.836,30.57,0
12.4,102.04,80.67,864.62,50.8,31.8,65.8,9,M30,19.96,0.59,High,1,0,2.689,1265.3,5.582,11.776,34.08,2
1.55,46.62,27.98,1866.13,45.1,18.5,79.0,8,M20,4.46,1.22,Low,0,1,1.399,72.26,5.568,5.441,30.42,2
3.64,21.03,74.93,2013.14,22.8,40.2,45.1,7,M30,1.94,1.13,Medium,1,2,2.4977,76.55,3.211,2.192,27.15,1
2.17,100.54,49.06,3312.82,2.0,30.7,82.4,1,M20,20.93,0.64,High,0,0,2.453,218.17,1.818,13.395,41.78,0
5.25,66.32,44.25,764.94,6.7,31.1,66.1,10,M30,24.4,1.29,Medium,1,2,1.475,348.18,0.663,31.476,33.78,0
6.78,23.51,31.73,2281.7,30.0,3.0,72.3,6,M20,2.2,0.26,Low,0,1,1.5865,159.4,4.918,0.572,16.63,1
11.24,86.73,54.38,2878.68,12.4,49.1,42.1,10,M40,20.35,1.07,Medium,2,2,1.3595,974.85,1.228,21.775,29.09,0
9.78,61.82,67.04,2004.82,28.9,40.5,61.1,9,M20,21.48,0.68,High,0,0,3.352,604.6,3.176,14.606,36.97,1
9.33,72.91,39.93,967.01,47.5,37.3,67.6,7,M50,2.97,0.68,Low,3,1,0.7986,680.25,6.69,2.02,38.73,2
5.32,55.85,58.48,992.67,41.5,9.8,64.2,1,M40,7.08,0.39,Medium,2,2,1.462,297.12,37.727,2.761,19.13,2
12.63,99.62,64.44,233.46,18.1,22.1,88.6,9,M30,18.34,0.77,Medium,1,2,2.148,1258.2,1.989,14.122,37.3,1
7.1,99.72,65.45,1138.51,26.4,-1.8,87.4,3,M30,20.19,0.29,Medium,1,2,2.1817,708.01,8.516,5.855,15.91,1
14.69,85.42,9.42,2631.65,46.4,22.3,92.8,9,M20,8.85,0.88,Low,0,1,0.471,1254.82,5.099,7.788,39.25,2
9.53,13.54,78.08,261.56,64.7,-1.2,70.1,4,M40,4.0,0.47,Medium,2,2,1.952,129.04,15.78,1.88,13.18,2
1.94,100.82,43.95,845.6,56.7,23.2,92.9,9,M30,16.21,1.0,Medium,1,2,1.465,195.59,6.231,16.21,40.13,2
10.16,80.85,27.31,2501.19,42.0,28.9,82.4,8,M40,17.55,0.87,Low,2,1,0.6828,821.44,5.185,15.269,40.29,2
4.91,83.95,25.55,2761.02,27.8,13.4,40.3,7,M20,12.59,1.02,Medium,0,2,1.2775,412.19,3.915,12.842,13.46,1
10.31,44.19,46.06,1648.08,28.0,19.9,52.1,4,M20,3.62,1.02,Medium,0,2,2.303,455.6,6.829,3.692,20.79,1
1.09,105.63,80.38,2473.45,66.1,42.5,37.9,9,M30,21.11,0.42,High,1,0,2.6793,115.14,7.264,8.866,23.69,2
2.66,87.32,37.16,1419.04,3.9,-3.5,20.3,4,M20,16.13,0.21,Medium,0,2,1.858,232.27,0.951,3.387,3.35,0
12.84,14.4,68.73,643.71,74.1,37.5,34.1,1,M30,21.73,0.6,High,1,0,2.291,184.9,67.364,13.038,19.61,2
3.45,49.53,13.23,1453.71,50.2,0.2,20.3,6,M20,23.32,1.21,Low,0,1,0.6615,170.88,8.23,28.217,4.1,2
12.56,106.48,45.46,2071.89,51.4,-7.8,74.0,4,M40,20.14,0.84,Medium,2,2,1.1365,1337.39,12.537,16.918,9.03,2
4.23,6.62,89.29,3323.38,3.8,1.1,51.9,10,M40,23.97,1.0,Medium,2,2,2.2322,28.0,0.376,23.97,10.95,0
9.66,115.41,70.49,333.75,45.8,35.9,43.4,3,M20,23.86,1.17,High,0,0,3.5245,1114.86,14.774,27.916,24.26,2
10.43,81.82,22.89,1825.14,36.9,14.3,77.1,5,M30,15.48,1.2,Low,1,1,0.763,853.38,7.235,18.576,26.45,1
7.71,76.13,47.62,1218.33,8.8,42.4,82.4,3,M30,18.2,0.78,Medium,1,2,1.5873,586.96,2.839,14.196,51.42,0
4.61,33.2,24.86,1828.26,21.6,21.5,93.1,9,M40,17.49,0.8,Low,2,1,0.6215,153.05,2.374,13.992,38.64,1
3.23,30.61,39.81,181.52,66.9,-8.7,68.2,6,M30,15.53,1.14,Low,1,1,1.327,98.87,10.967,17.704,7.71,2
0.55,113.1,71.31,1164.29,41.7,33.0,54.6,3,M20,0.48,1.09,High,0,0,3.5655,62.21,13.452,0.523,28.94,2
4.59,36.49,70.55,2887.55,31.6,-3.4,42.9,5,M20,8.9,0.97,High,0,0,3.5275,167.49,6.196,8.633,7.12,1
9.81,93.29,24.39,1983.4,6.4,37.4,36.7,8,M30,2.5,0.86,Low,1,1,0.813,915.17,0.79,2.15,21.07,0
14.08,47.78,83.39,1631.98,53.8,0.1,36.0,8,M50,7.51,0.88,Medium,3,2,1.6678,672.74,6.642,6.609,7.24,2
13.07,17.57,55.37,1070.79,53.0,10.7,50.7,6,M40,1.71,0.6,Medium,2,2,1.3842,229.64,8.689,1.026,15.56,2
11.5,2.28,37.29,1113.34,46.4,35.7,94.4,5,M20,23.0,1.13,High,0,0,1.8645,26.22,9.098,25.99,52.58,2
11.84,65.77,47.66,1402.54,38.8,47.3,20.3,5,M40,11.28,0.88,Medium,2,2,1.1915,778.72,7.608,9.926,13.66,1
9.99,117.12,56.43,2940.94,33.1,12.3,34.8,1,M50,4.73,0.45,Medium,3,2,1.1286,1170.03,30.091,2.129,11.24,1
3.94,44.93,52.59,3388.52,44.9,39.8,34.1,2,M20,14.62,0.46,High,0,0,2.6295,177.02,21.381,6.725,20.39,2
13.61,43.51,46.34,1591.43,18.3,1.4,73.8,4,M40,4.91,1.15,Medium,2,2,1.1585,592.17,4.463,5.646,15.79,1
10.08,41.95,47.92,1437.4,70.7,38.4,46.4,6,M30,20.11,0.89,Medium,1,2,1.5973,422.86,11.59,17.898,27.1,2
8.43,62.94,20.0,2978.27,44.6,29.4,54.3,7,M40,7.65,0.64,Low,2,1,0.5,530.58,6.282,4.896,26.82,2
1.71,53.44,74.08,1551.48,24.0,1.6,31.1,1,M30,7.87,0.41,Medium,1,2,2.4693,91.38,21.818,3.227,6.72,1
6.73,105.71,51.05,1976.86,34.3,8.2,50.4,8,M50,21.75,0.87,Low,3,1,1.021,711.43,4.235,18.922,14.21,1
6.93,61.16,16.14,885.2,60.6,-2.1,27.7,1,M20,13.98,0.4,Low,0,1,0.807,423.84,55.091,5.592,4.96,2
12.98,61.42,70.12,2627.91,13.0,13.0,60.0,9,M40,22.18,0.72,Medium,2,2,1.753,797.23,1.429,15.97,19.8,0
8.22,17.47,84.26,1908.76,22.7,2.2,27.3,4,M20,10.32,0.95,High,0,0,4.213,143.6,5.537,9.804,6.06,1
5.74,117.95,85.52,2850.72,51.3,28.6,79.3,7,M30,8.6,0.82,High,1,0,2.8507,677.03,7.225,7.052,38.54,2
14.65,30.75,36.37,2754.49,24.3,49.7,62.5,6,M50,12.66,1.21,Low,3,1,0.7274,450.49,3.984,15.319,43.56,1
1.71,9.73,16.52,831.02,59.6,-9.3,74.3,9,M40,1.54,0.24,Low,2,1,0.413,16.64,6.549,0.37,7.95,2
6.37,79.91,49.06,2533.16,10.7,22.5,51.4,2,M30,3.86,0.51,Medium,1,2,1.6353,509.03,5.095,1.969,21.84,0
0.68,71.85,14.57,2820.18,57.4,24.4,48.6,7,M30,5.49,0.26,Low,1,1,0.4857,48.86,8.085,1.427,21.58,2
11.11,50.4,84.39,1276.76,6.1,44.9,27.4,5,M20,20.42,0.41,High,0,0,4.2195,559.94,1.196,8.372,17.78,0
13.78,51.24,20.6,686.87,1.9,20.4,59.3,7,M20,18.34,0.34,Low,0,1,1.03,706.09,0.268,6.236,23.96,0
4.24,94.42,26.49,113.72415,67.5,22.6,58.6,1,M40,4.83,1.01,Low,2,1,0.6622,400.34,61.364,4.878,24.96,2
12.88,24.29,39.56,1633.07,44.0,18.3,55.1,10,M30,6.92,0.61,Low,1,1,1.3187,312.86,4.356,4.221,21.1,2
4.42,98.61,37.57,1298.27,27.0,6.1,75.5,9,M30,23.61,1.22,Low,1,1,1.2523,435.86,2.967,28.804,19.71,1
13.67,78.2,72.55,1986.69,18.2,-6.6,82.4,1,M40,2.15,0.23,Medium,2,2,1.8138,1068.99,16.545,0.494,11.04,1
11.32,50.86,43.79,739.34,46.6,14.5,76.3,5,M30,13.69,0.92,Medium,1,2,1.4597,575.74,9.137,12.595,26.32,2
12.08,55.51,19.52,3022.86,38.7,-6.8,30.8,8,M20,13.05,1.27,Medium,0,2,0.976,670.56,4.778,16.574,4.07,1
0.32,31.54,27.71,976.37,74.4,23.0,66.7,1,M30,18.14,0.39,Low,1,1,0.9237,10.09,67.636,7.075,28.68,2
14.44,90.5,48.27,869.86,73.8,8.4,26.0,7,M50,6.54,0.69,Low,3,1,0.9654,1306.82,10.394,4.513,7.38,2
10.91,62.03,17.53,1734.43,48.0,22.0,72.1,2,M40,23.37,0.97,Low,2,1,0.4382,676.75,22.857,22.669,30.28,2
4.61,39.18,56.99,1796.09,33.8,-1.9,48.6,7,M30,10.26,0.9,Medium,1,2,1.8997,180.62,4.761,9.234,8.8,1
12.45,71.93,53.09,831.29,37.3,46.0,29.9,7,M20,7.14,0.82,High,0,0,2.6545,895.53,5.254,5.855,19.73,1
4.26,119.42545,65.75,1024.33,51.5,43.7,84.7,9,M30,8.42,0.56,Medium,1,2,2.1917,508.75,5.659,4.715,53.95,2
13.1,52.8,84.7,677.0,8.5,1.4,66.1,6,M40,8.72,1.0,Medium,2,2,2.1175,691.68,1.393,8.72,14.15,0
1.73,110.56,82.54,2542.76,25.3,10.6,46.6,4,M20,4.97,0.92,High,0,0,4.127,191.27,6.171,4.572,14.26,1
10.57,42.06,85.42,2718.3,6.6,26.8,22.3,7,M30,23.2,0.38,High,1,0,2.8473,444.57,0.93,8.816,10.44,0
8.13,7.51,25.8,1671.92,6.4,-4.3,60.3,7,M50,4.37,1.26,Low,3,1,0.516,61.06,0.901,5.506,9.47,0
1.49,25.3,16.18,2527.9,15.5,11.3,89.2,4,M30,22.07,0.81,Low,1,1,0.5393,37.7,3.78,17.877,27.92,1
3.67,50.82,30.69,2602.18,36.9,5.1,64.7,2,M30,10.12,0.78,Low,1,1,1.023,186.51,17.571,7.894,16.24,1
